Entry Point: 0x7FF721380000
GObjects: 0x7FF72376D5B8
GNames: 0x7FF72376D570

Processing Package: Core

ScriptStruct: Rotator                                          - Instance: 0x11663280
Class: WheelAssetGenerator_TA                                  - Instance: 0x11982400
Class: WheelAssetGenerator_1Wheel_TA                           - Instance: 0x11982000
Class: WheelAssetGenerator_4Wheels_TA                          - Instance: 0x11981C00
Class: WheelAssetGenerator_FrontWheels_TA                      - Instance: 0x11981800
Class: WheelAssetGenerator_RightWheels_TA                      - Instance: 0x11981400
Class: WheelAssetSettings_TA                                   - Instance: 0x11981000
Class: WheelSkelMeshMAT_TA                                     - Instance: 0x11980C00
Class: WheelSpeedComponent_TA                                  - Instance: 0x11980800
Class: WheelStaticMeshMAT_TA                                   - Instance: 0x11980400
Class: BuildInfo_TA                                            - Instance: 0x11977C00
Class: RLBot_PreTickActor                                      - Instance: 0x11977800
Class: RLBot_PostTickActor                                     - Instance: 0x11977400
Class: DeprecatedProperty                                      - Instance: 0x11977000
Class: SkippableProperty                                       - Instance: 0x11976C00
Class: ReplayPackageMap_TA                                     - Instance: 0x11976800
Class: ConsecutiveMatchTracker_TA                              - Instance: 0x18C710C00
Class: ____ConsecutiveMatchTracker_TA__HandleGameEnded_0x1____ConsecutiveMatchTracker_TA__HandleGameEnded_0x1_0x1 - Instance: 0x18C710800
Class: PRI_TA                                                  - Instance: 0x18C710400
Class: __ConsecutiveMatchTracker_TA__HandleGameEnded_0x1       - Instance: 0x18C5DFC00
Class: ____GFxData_Clubs_TA__SetClubInvites_0x1____GFxData_Clubs_TA__SetClubInvites_0x1_0x1 - Instance: 0x18C5DF800
Class: ClubInviteNotification_TA                               - Instance: 0x18C5DF400
Class: __GFxData_Clubs_TA__SetClubInvites_0x1                  - Instance: 0x18C5DF000
Class: ProductAsset_Logo_TA                                    - Instance: 0x18C5DEC00
Class: ProductAttribute_InheritCarSetting_TA                   - Instance: 0x18C5DE800
Class: ProductStat_TA                                          - Instance: 0x18C5DE400
Class: Car_TA                                                  - Instance: 0x18C5DE000
Class: ____GFxData_Mutators_TA__SetGameModeMutatorPresets_0x2____GFxData_Mutators_TA__SetGameModeMutatorPresets_0x2_0x1 - Instance: 0x18C5DDC00
Class: GFxData_Mutators_TA                                     - Instance: 0x18C5DD800
Class: MutatorConfig_TA                                        - Instance: 0x18C5DD400
Class: SaveObject_TA                                           - Instance: 0x18C5DC800
Class: CustomMatchSettingsSave_TA                              - Instance: 0x18C5DCC00
Class: PrivateMatchSettingsSave_TA                             - Instance: 0x18C5DD000
Class: OnlineFreeplaySettingsSave_TA                           - Instance: 0x18C5DC400
Class: GameTags_TA                                             - Instance: 0x18C59BC00
Class: Profile_TA                                              - Instance: 0x18C59B800
Class: __GFxData_Mutators_TA__SetGameModeMutatorPresets_0x2    - Instance: 0x18C59B400
Class: ____SaveData_TA__GetOnlineProductQuantity_0x2____SaveData_TA__GetOnlineProductQuantity_0x3_0x1 - Instance: 0x18C59B000
Class: __SaveData_TA__GetOnlineProductQuantity_0x2             - Instance: 0x18C59AC00
Class: ____ShopNotificationsManager_TA__HandleGetItemShopNotifications_0x1____ShopNotificationsManager_TA__HandleGetItemShopNotifications_0x3_0x1 - Instance: 0x18C59A800
Class: ShopNotificationsManager_TA                             - Instance: 0x18C59A400
Class: __ShopNotificationsManager_TA__HandleGetItemShopNotifications_0x1 - Instance: 0x18C59A000
Class: __AchievementManager_TA__HandleTradeInComplete_0x1      - Instance: 0x18C599C00
Class: AchievementManager_TA                                   - Instance: 0x18C599800
Class: __AchievementManager_TA__HasItemQualityEquipped_0x1     - Instance: 0x18C599400
Class: __AchievementManager_TA__IsPlayingWithClubmates_0x1     - Instance: 0x18C599000
Class: __ArenaSoundConfig_TA__GetNextEvent_0x1                 - Instance: 0x18C598C00
Class: ArenaSoundEvent_TA                                      - Instance: 0x18C598800
Class: ArenaSoundConfig_TA                                     - Instance: 0x18C598400
Class: __ArenaSoundManager_TA__HandleMatchEnded_0x1            - Instance: 0x18C58BC00
Class: GameEvent_Soccar_TA                                     - Instance: 0x18C58B800
Class: ArenaSoundManager_TA                                    - Instance: 0x18C58B400
Class: __AutoTour_TA__OnReceivedBracket_0x2                    - Instance: 0x18C58B000
Class: _TourTypes_TA                                           - Instance: 0x18C58AC00
Class: AutoTour_TA                                             - Instance: 0x18C58A800
Class: __AutoTour_TA__UpdateIneligibleTournament_0x2           - Instance: 0x18C58A400
Class: TourSettings_TA                                         - Instance: 0x18C58A000
Class: __Ball_TA__Explode_0x1                                  - Instance: 0x18C589C00
Class: __BallPossessionComponent_TA__GetLastTouchWithTeamNum_0x1 - Instance: 0x18C589800
Class: BallPossessionComponent_TA                              - Instance: 0x18C589400
Class: __BanSync_TA__GetBanMessage_0x1                         - Instance: 0x18C589000
Class: BanSync_TA                                              - Instance: 0x18C588C00
Class: __BanSync_TA__GetBanMessageTypes_0x1                    - Instance: 0x18C588800
Class: __BanSync_TA__GetPlayerBanMessages_0x1                  - Instance: 0x18C588400
Class: __BinaryUploader_TA__Upload_0x1                         - Instance: 0x18C57BC00
Class: BinaryUploader_TA                                       - Instance: 0x18C57B800
Class: __BotConfig_TA__RefreshIDs_0x1                          - Instance: 0x18C57B400
Class: BotConfig_TA                                            - Instance: 0x18C57B000
Class: __CameraState_PodiumSpotlight_Knockout_TA__GetFocusCenter_0x1 - Instance: 0x18C57AC00
Class: CameraState_PodiumSpotlight_TA                          - Instance: 0x18C57A800
Class: CameraState_PodiumSpotlight_Knockout_TA                 - Instance: 0x18C57A400
Class: __CameraState_PodiumSpotlight_TA__GetFocusCenter_0x1    - Instance: 0x18C57A000
Class: __Car_KnockOut_TA__AllowCarComponentActivate_0x1        - Instance: 0x18C579C00
Class: Car_KnockOut_TA                                         - Instance: 0x18C579800
Class: __Car_KnockOut_TA__DeactivateAttackComponents_0x1       - Instance: 0x18C579400
Class: __Car_KnockOut_TA__TookHitFrom_0x1                      - Instance: 0x18C579000
Class: __Car_KnockOut_TA__UpdatePendingHits_0x1                - Instance: 0x18C578C00
Class: Target_TA                                               - Instance: 0x18C578800
Class: __Car_TA__HandleTargetRemoved_0x1                       - Instance: 0x18C578400
Class: __Car_TA__QueueDemolish_0x1                             - Instance: 0x18C56FC00
Class: __Car_TA__QueueDemolish_CustomFX_0x1                    - Instance: 0x18C56F800
Class: __CarComponent_Boost_TA__SetUnlimitedBoostDelayed_0x1   - Instance: 0x18C56F400
Class: __CarMeshComponentBase_TA__AddVisualAsset_0x2           - Instance: 0x18C56F000
Class: __CarMeshComponentBase_TA__ApplyPaintSettings_0x1       - Instance: 0x18C56EC00
Class: __CarMeshComponentBase_TA__ApplyPaintToObject_0x1       - Instance: 0x18C56E800
Class: __CarMeshComponentBase_TA__AttachOrnament_0x1           - Instance: 0x18C56E400
Class: __CarMeshComponentBase_TA__CreateWheelAttachment_0x1    - Instance: 0x18C56E000
Class: __CarMeshComponentBase_TA__CreateWheelMesh_0x1          - Instance: 0x18C56DC00
Class: __CarMeshComponentBase_TA__RemoveProductAttributeFromProduct_0x1 - Instance: 0x18C56D800
Class: __CarPreviewActor_TA__UpdateTranslations_0x1            - Instance: 0x18C56D400
Class: CarPreviewActor_TA                                      - Instance: 0x18C56D000
Class: __Challenge_TA__UpdateUnlockChallengesRewards_0x1       - Instance: 0x18C56CC00
Class: ListenObject_TA                                         - Instance: 0x18C56BC00
Class: ChallengeDefault_TA                                     - Instance: 0x18C56C400
Class: Challenge_TA                                            - Instance: 0x18C56C800
Class: __ChallengeDefault_TA__RequestImage_0x1                 - Instance: 0x18C56B800
Class: __ChallengeManager_TA__AreChallengesComplete_0x1        - Instance: 0x18C56B400
Class: ChallengeManager_TA                                     - Instance: 0x18C56B000
Class: __ChallengeManager_TA__BroadcastChallengeChanges_0x7    - Instance: 0x18C56AC00
Class: __ChallengeManager_TA__FindChallengeIndex_0x1           - Instance: 0x18C56A800
Class: __ChallengeReward_TA__Init_0x1                          - Instance: 0x18C56A400
Class: ChallengeCurrency_TA                                    - Instance: 0x18C56A000
Class: ChallengeReward_TA                                      - Instance: 0x18C569C00
Class: __ChatFilterManager_TA__HandleLocalPlayerJoin_0x1       - Instance: 0x18C569800
Class: ChatFilterManager_TA                                    - Instance: 0x18C569400
Class: __CinematicIntroSequence_TA__GetActionBinding_0x1       - Instance: 0x18C569000
Class: CinematicIntroSequence_TA                               - Instance: 0x18C568C00
Class: __CinematicIntroSequence_TA__SetTrackedBindings_0x1     - Instance: 0x18C568800
Class: __ClubPersonas_TA__NotifyPRIClubIDChanged_0x1           - Instance: 0x18C568400
Class: PersonaClubData                                         - Instance: 0x18C55FC00
Class: ClubPersonas_TA                                         - Instance: 0x18C55F800
Class: __ClubPersonas_TA__QueueRefresh_0x1                     - Instance: 0x18C55F400
Class: __ClubPersonas_TA__RefreshPersona_0x1                   - Instance: 0x18C55F000
Class: __CodeRedeemer_TA__HandlePsyNetConnected_0x1            - Instance: 0x18C55EC00
Class: CodeRedeemer_TA                                         - Instance: 0x18C55E800
Class: OnlinePlayer_TA                                         - Instance: 0x18C55E400
Class: __CodeRedeemer_TA__RedeemCode_0x1                       - Instance: 0x18C55E000
Class: RPC_RedeemCode_TA                                       - Instance: 0x18C55DC00
Class: __CrowdActorManager_TA__OverrideCrowdActorSounds_0x1    - Instance: 0x18C55D800
Class: CrowdSoundsBase_TA                                      - Instance: 0x18C55D400
Class: CrowdActor_TA                                           - Instance: 0x18C55D000
Class: CrowdActorManager_TA                                    - Instance: 0x18C55CC00
Class: CrowdSoundManagerBase_TA                                - Instance: 0x18C55C800
Class: CrowdSoundSettingsBase_TA                               - Instance: 0x18C55C400
Class: __CrowdActorManager_TA__PlayCrowdSound_0x2              - Instance: 0x18C55BC00
Class: __CrowdActorManager_TA__StopCrowdSound_0x2              - Instance: 0x18C55B800
Class: __CrumbTrails_TA__GetActiveCrumbs_0x1                   - Instance: 0x18C55B400
Class: CrumbTrails_TA                                          - Instance: 0x18C55B000
Class: __CrumbTrails_TA__HandleTrailComplete_0x1               - Instance: 0x18C55AC00
Class: __CrumbTrails_TA__SetupActivationCondition_0x1          - Instance: 0x18C55A800
Class: TriggerClump_TA                                         - Instance: 0x18C55A400
Class: TriggerCondition_TA                                     - Instance: 0x18C55A000
Class: __CrumbTrails_TA__SetupCompletionCondition_0x1          - Instance: 0x18C559C00
Class: __CrumbTrails_TA__SetupTrails_0x1                       - Instance: 0x18C559800
Class: __CurrencyProductSet_TA__GetCurrencyIndexFromHashID_0x1 - Instance: 0x18C559400
Class: CurrencyProductSet_TA                                   - Instance: 0x18C559000
Class: __EngagementEventsConfig_TA__GetNextEventTime_0x1       - Instance: 0x18C558C00
Class: EngagementEventsConfig_TA                               - Instance: 0x18C558800
Class: EOSGameClipsMetrics_TA                                  - Instance: 0x18C558400
Class: __EOSGameClipsMetrics_TA__RecordClipInfo_0x1            - Instance: 0x18C54FC00
Class: __EOSVoiceManager_TA__ClearRoomCredentialsForPlayer_0x1 - Instance: 0x18C54F800
Class: EOSVoiceManager_TA                                      - Instance: 0x18C54F400
Class: __EOSVoiceManager_TA__GetPlayerPermissionError_0x1      - Instance: 0x18C54F000
Class: OnlineGame_TA                                           - Instance: 0x18C54EC00
Class: __EOSVoiceManager_TA__GetPlayerVoiceRoom_0x1            - Instance: 0x18C54E800
Class: __EOSVoiceManager_TA__GetPlayerVoiceRoomByEpicId_0x1    - Instance: 0x18C54E400
Class: __EOSVoiceManager_TA__GetVoiceRoomByName_0x1            - Instance: 0x18C54E000
Class: __EOSVoiceManager_TA__HandlePlayerMatchRoomChanged_0x1  - Instance: 0x18C54DC00
Class: __EOSVoiceManager_TA__HandleRemotePlayerJoinedVoiceRoom_0x1 - Instance: 0x18C54D800
Class: __EOSVoiceManager_TA__HandleRequestedLinkedAccounts_0x1 - Instance: 0x18C54D400
Class: __EOSVoiceSettingsSave_TA__GetPreferredInputDevice_0x1  - Instance: 0x18C54D000
Class: EOSVoiceSettingsSave_TA                                 - Instance: 0x18C54CC00
Class: __EOSVoiceSettingsSave_TA__GetPreferredOutputDevice_0x1 - Instance: 0x18C54C800
Class: __EOSVoiceTokenCache_TA__ClearPlayerCachedVoiceCredentials_0x1 - Instance: 0x18C54C400
Class: EOSVoiceTokenCache_TA                                   - Instance: 0x18C54BC00
Class: __EOSVoiceTokenCache_TA__RequestVoiceRoomToken_0x1      - Instance: 0x18C54B800
Class: __EpicAccountSave_TA__GetConvertPlatformFriends_0x1     - Instance: 0x18C54B400
Class: EpicAccountSave_TA                                      - Instance: 0x18C54B000
Class: __EpicAccountSave_TA__GetHasPromptedForFriendConversion_0x1 - Instance: 0x18C54AC00
Class: __EpicAccountSave_TA__Reconcile_0x1                     - Instance: 0x18C54A800
Class: __EpicAccountSave_TA__SetConvertPlatformFriends_0x1     - Instance: 0x18C54A400
Class: __EpicFriendsConverterSystem_TA__SetupEpicFriendsConverter_0x1 - Instance: 0x18C54A000
Class: EpicFriendsConverter_TA                                 - Instance: 0x18C549C00
Class: EpicFriendsConverterSystem_TA                           - Instance: 0x18C549800
Class: __ESportConfig_TA__DownloadEventImage_0x1               - Instance: 0x18C549400
Class: ESportConfig_TA                                         - Instance: 0x18C549000
Class: __ESportConfig_TA__GetNextEventTime_0x1                 - Instance: 0x18C548C00
Class: __Eula_TA__RequiresAcceptance_0x1                       - Instance: 0x18C548800
Class: LegalText_TA                                            - Instance: 0x18C537C00
Class: Eula_TA                                                 - Instance: 0x18C548400
Class: FirstTimeExperienceManager_TA                           - Instance: 0x18C537800
Class: FirstTimeExperienceSave_TA                              - Instance: 0x18C537400
Class: FirstTimeExperienceMetrics_TA                           - Instance: 0x18C537000
Class: __FirstTimeExperienceManager_TA__DebugSetCheckpoint_0x1 - Instance: 0x18C536C00
Class: StatusTrigger_FTEGroupComplete_TA                       - Instance: 0x18C536800
Class: __FirstTimeExperienceManager_TA__NotifyWhenGroupComplete_0x1 - Instance: 0x18C536400
Class: RPC_Challenge_FTEGroupComplete_TA                       - Instance: 0x18C536000
Class: RPC_Challenge_FTECheckpointComplete_TA                  - Instance: 0x18C535C00
Class: __FirstTimeExperienceManager_TA__SetupTrigger_0x1       - Instance: 0x18C535400
Class: FirstTimeExperienceRedefinition_TA                      - Instance: 0x18C535000
Class: PlayerLegacyStatusSave_TA                               - Instance: 0x18C534C00
Class: __FirstTimeExperienceSave_TA__GetGroupIndex_0x1         - Instance: 0x18C534800
Class: __FreeplayCommands_TA__GetDefendShotBreakout_0x1        - Instance: 0x18C534400
Class: FreeplayCommands_TA                                     - Instance: 0x18C517C00
Class: __FXActor_Boost_TA__DuplicateAttachment_0x1             - Instance: 0x18C517800
Class: __FXActor_SafeZone_Knockout_TA__GetActiveSafeZoneIndex_0x1 - Instance: 0x18C517400
Class: FXActor_SafeZone_Knockout_TA                            - Instance: 0x18C517000
Class: __FXActor_TA__ApplyPaint_0x1                            - Instance: 0x18C516C00
Class: __FXActor_TA__ApplyPaintToAttachment_0x1                - Instance: 0x18C516800
Class: __GameData_TA__GetCurrentMapData_0x1                    - Instance: 0x18C516400
Class: __GameEvent_KnockOut_TA__AddPRI_0x1                     - Instance: 0x18C516000
Class: GameEvent_KnockOut_TA                                   - Instance: 0x18C515C00
Class: __GameEvent_Soccar_TA__AddPRI_0x1                       - Instance: 0x18C515800
Class: __GameEvent_Soccar_TA__ChallengePlayerToHonorDuel_0x1   - Instance: 0x18C515400
Class: __GameEvent_Soccar_TA__CommitPlayerMatchData_0x1        - Instance: 0x18C515000
Class: ClientConnectionTracker_TA                              - Instance: 0x18C514C00
Class: ConnectionQualitySave_TA                                - Instance: 0x18C514800
Class: ConnectionQualityConfig_TA                              - Instance: 0x18C514400
Class: Mutator_TA                                              - Instance: 0x18C507C00
Class: GameState_TA                                            - Instance: 0x18C507800
Class: MatchRecorder_TA                                        - Instance: 0x18C507400
Class: ListenServer_TA                                         - Instance: 0x18C507000
Class: MatchAdminComponent_TA                                  - Instance: 0x18C506C00
Class: SpawnDelayConfig_TA                                     - Instance: 0x18C506800
Class: MatchType_TA                                            - Instance: 0x18C506400
Class: PhysicsMetrics_TA                                       - Instance: 0x18C506000
Class: OnlineGameDedicatedServer_TA                            - Instance: 0x18C505C00
Class: GameMetrics_TA                                          - Instance: 0x18C505800
Class: SeqEvent_GameEventStateChanged_TA                       - Instance: 0x18C505400
Class: MatchType_Public_TA                                     - Instance: 0x18C504C00
Class: MatchType_PublicRanked_TA                               - Instance: 0x18C505000
Class: MatchType_Custom_TA                                     - Instance: 0x18C4EFC00
Class: MatchType_Private_TA                                    - Instance: 0x18C504400
Class: MatchType_OnlineFreeplay_TA                             - Instance: 0x18C504800
Class: MatchType_Tournament_TA                                 - Instance: 0x18C4EF800
Class: MatchType_AutoTournament_TA                             - Instance: 0x18C4EF400
Class: MatchType_FaceIt_TA                                     - Instance: 0x18C4EF000
Class: MatchType_Lan_TA                                        - Instance: 0x18C4EEC00
Class: MatchType_Offline_TA                                    - Instance: 0x18C4EE800
Class: RPC_ChatLog_TA                                          - Instance: 0x18C4EE400
Class: __GameEvent_TA__HasMutatorNamed_0x1                     - Instance: 0x18C4EE000
Class: __GameEvent_TA__HasMutatorType_0x1                      - Instance: 0x18C4EDC00
Class: PlayerSpawnTicket_TA                                    - Instance: 0x18C4ED000
Class: PlayerRemovedEvent_TA                                   - Instance: 0x18C4ECC00
Class: GameEventFinishedState_TA                               - Instance: 0x18C4EC800
Class: __GameEvent_TA__HasPlayerNamed_0x1                      - Instance: 0x18C4EC400
Class: __GameEvent_TA__GetGeneratedBotName_0x1                 - Instance: 0x18C4D7C00
Class: __GameEvent_TA__SetBotSkillByTeam_0x1                   - Instance: 0x18C4D7800
Class: MatchType_Tutorial_TA                                   - Instance: 0x18C4D7400
Class: MatchType_FTE_TA                                        - Instance: 0x18C4D7000
Class: MatchType_Freeplay_TA                                   - Instance: 0x18C4D6C00
Class: GameInfoBase_TA                                         - Instance: 0x18C4D6400
Class: GameInfo_Replay_TA                                      - Instance: 0x18C4D6800
Class: GameSettingPlaylist_TA                                  - Instance: 0x18C4D6000
Class: __GameEvent_TA__FindPlayerPRI_0x1                       - Instance: 0x18C4D5C00
Class: MatchBroadcastComponent_TA                              - Instance: 0x18C4D5800
Class: ClubsConfig_TA                                          - Instance: 0x18C4D5400
Class: Team_Soccar_TA                                          - Instance: 0x18C4D5000
Class: MatchSeries_TA                                          - Instance: 0x18C4D4C00
Class: __GameEvent_Soccar_TA__InitClubMatch_0x2                - Instance: 0x18C4D4800
Class: ClubUtil_TA                                             - Instance: 0x18C4D4400
Class: FunctionTemplates                                       - Instance: 0x18C49FC00
Class: __GameEvent_Soccar_TA__GetClubIDsRecordingCandidates_0x1 - Instance: 0x18C49F800
Class: __GameEvent_Soccar_TA__InitCosmeticTeamsEvent_0x1       - Instance: 0x18C49F400
Class: ThistleConfig_TA                                        - Instance: 0x18C49F000
Class: OnlineGameReservations_TA                               - Instance: 0x18C49EC00
Class: __GameEvent_Soccar_TA__IsTeamFullTitle_0x1              - Instance: 0x18C49E800
Class: __GameEvent_Soccar_TA__SetTeamEventColorsAndName_0x1    - Instance: 0x18C49E400
Class: OnlineGameSkill_TA                                      - Instance: 0x18C49E000
Class: StatFactory_TA                                          - Instance: 0x18C49DC00
Class: ReplayDirector_TA                                       - Instance: 0x18C49D800
Class: CrowdManager_TA                                         - Instance: 0x18C49D400
Class: MatchWinner_TA                                          - Instance: 0x18C49D000
Class: CountdownObject_TA                                      - Instance: 0x18C49CC00
Class: __GameEvent_Soccar_TA__ReportFps_0x1                    - Instance: 0x18C49C800
Class: PerfMetrics_TA                                          - Instance: 0x18C49C400
Class: __GameEvent_Soccar_TA__HandlePlayerSkillUpdated_0x1     - Instance: 0x18C487800
Class: __GameEvent_Soccar_TA__FillClubRecordStatsRPC_0x1       - Instance: 0x18C487000
Class: RPC_MatchComplete_TA                                    - Instance: 0x18C486C00
Class: CarDistanceTracker_TA                                   - Instance: 0x18C486800
Class: GameEvent_Soccar_SubRules_TA                            - Instance: 0x18C486400
Class: OvertimeComponent_TA                                    - Instance: 0x18C486000
Class: SeqEvent_GameTimeChanged_TA                             - Instance: 0x18C485C00
Class: RecentPlayersMet_TA                                     - Instance: 0x18C485800
Class: SeqEvent_GoalScored_TA                                  - Instance: 0x18C485400
Class: SeqEvent_ScoreChanged_TA                                - Instance: 0x18C485000
Class: RPC_OnlineFreeplayComplete_TA                           - Instance: 0x18C484C00
Class: RPC_PrivateMatchComplete_TA                             - Instance: 0x18C484800
Class: GameInfo_TA                                             - Instance: 0x18C463800
Class: Mutator_Score_TA                                        - Instance: 0x18C463C00
Class: __GameEvent_Soccar_TA__SetGoalsEnabled_0x1              - Instance: 0x18C463400
Class: __GameEvent_Soccar_TA__GetShouldStart_0x1               - Instance: 0x18C463000
Class: SpawnPointCluster_TA                                    - Instance: 0x18C462C00
Class: __GameEvent_Soccar_TA__ShouldAutoReadyUp_0x1            - Instance: 0x18C462800
Class: StatCategory_TA                                         - Instance: 0x18C462400
Class: SeqEvent_CountDownStart_TA                              - Instance: 0x18C462000
Class: ServerPerformanceTracker_TA                             - Instance: 0x18C461C00
Class: GameEventMatchActive_TA                                 - Instance: 0x18C461800
Class: SeqEvent_CountDownCompleted_TA                          - Instance: 0x18C461400
Class: SeqEvent_RoundStart_TA                                  - Instance: 0x18C461000
Class: ViralItemConfig_TA                                      - Instance: 0x18C460C00
Class: SeqEvent_LiveReplay_TA                                  - Instance: 0x18C460800
Class: StatTitle_TA                                            - Instance: 0x18C460400
Class: SeqEvent_PodiumStart_TA                                 - Instance: 0x18C42FC00
Class: GFxNameplatesManager_TA                                 - Instance: 0x18C42F800
Class: AssetAttribute_PostMatchCelebration_TA                  - Instance: 0x18C42F400
Class: Replay_Soccar_TA                                        - Instance: 0x18C42F000
Class: HUDBase_TA                                              - Instance: 0x18C42E800
Class: GFxHUD_TA                                               - Instance: 0x18C42EC00
Class: GoalIndicator_TA                                        - Instance: 0x18C42E400
Class: __GameEvent_Soccar_TA__GetGoalByTeamIndex_0x1           - Instance: 0x18C42E000
Class: __GameEvent_Soccar_TA__GetClosestVehicle_0x1            - Instance: 0x18C42DC00
Class: EndRoundComponent_TA                                    - Instance: 0x18C42D800
Class: __GameEvent_TrainingEditor_TA__HandlePrimaryGameplaySettingsSave_0x1 - Instance: 0x18C42D400
Class: GameplaySettingsSave_TA                                 - Instance: 0x18C42D000
Class: GameEvent_GameEditor_TA                                 - Instance: 0x18C42C800
Class: GameEvent_TrainingEditor_TA                             - Instance: 0x18C42CC00
Class: __GameEvent_Tutorial_FreePlay_TA__HandleHitGoal_0x1     - Instance: 0x18C42C400
Class: GameEvent_Tutorial_TA                                   - Instance: 0x18C417800
Class: GameEvent_Tutorial_FreePlay_TA                          - Instance: 0x18C417C00
Class: __GameEventProductAssetCache_TA__HandleCarAssetsLoaded_0x1 - Instance: 0x18C417400
Class: PriAssetCache_TA                                        - Instance: 0x18C417000
Class: GameEventProductAssetCache_TA                           - Instance: 0x18C416C00
Class: __GameEventProductAssetCache_TA__HandlePlayerAdded_0x1  - Instance: 0x18C416800
Class: __GameEventProductAssetCache_TA__HandlePlayerRemoved_0x1 - Instance: 0x18C416400
Class: __GameInfo_GFxMenu_TA__Destroyed_0x1                    - Instance: 0x18C416000
Class: GameInfo_GFxMenu_TA                                     - Instance: 0x18C415C00
Class: __GameInfo_Soccar_TA__QueueShutdown_0x1                 - Instance: 0x18C415800
Class: GameInfo_Soccar_TA                                      - Instance: 0x18C415400
Class: __GameInfo_TA__RegisterCelebration_0x1                  - Instance: 0x18C415000
Class: __GameInfo_TA__RollCelebrationAnim_0x1                  - Instance: 0x18C414C00
Class: __GameObserver_TA__GetCarDataForPRI_0x1                 - Instance: 0x18C414800
Class: NameplateComponent_TA                                   - Instance: 0x18C414400
Class: __GameShare_TA__NotifyCarPreviewActorAdded_0x1          - Instance: 0x18C413C00
Class: __GameTags_TA__ConvertToGameTags_0x1                    - Instance: 0x18C413800
Class: __GameViewportClient_TA__AllowTournamentSplitscreen_0x1 - Instance: 0x18C413400
Class: __GFxData_AutoTour_TourCard_TA__HandleSubscriptionChanged_0x1 - Instance: 0x18C413000
Class: GFxData_AutoTour_TourCard_TA                            - Instance: 0x18C412C00
Class: __GFxData_CarRumble_TA__HandlePawnSet_0x1               - Instance: 0x18C412800
Class: GFxData_CarRumble_TA                                    - Instance: 0x18C412400
Class: __GFxData_ChallengeManager_TA__UpdateRewardsAvailable_0x1 - Instance: 0x18C412000
Class: GFxData_ChallengeFolder_TA                              - Instance: 0x18C411C00
Class: GFxData_ChallengeManager_TA                             - Instance: 0x18C411800
Class: GFxData_Chat_TA                                         - Instance: 0x18C411400
Class: __GFxData_Chat_TA__AddChatMessage_0x1                   - Instance: 0x18C411000
Class: ChatHistory_TA                                          - Instance: 0x18C410C00
Class: __GFxData_Chat_TA__AddPresetMessage_0x1                 - Instance: 0x18C410800
Class: __GFxData_Chat_TA__GetChannelHistory_0x1                - Instance: 0x18C410400
Class: __GFxData_Chat_TA__GetMatchChatLog_0x1                  - Instance: 0x18C40BC00
Class: __GFxData_Chat_TA__InternalAddMessage_0x1               - Instance: 0x18C40B800
Class: __GFxData_ClubDetails_TA__UpdateClubMembers_0x1         - Instance: 0x18C40B400
Class: GFxData_ClubMember_TA                                   - Instance: 0x18C40B000
Class: GFxData_ClubDetails_TA                                  - Instance: 0x18C40AC00
Class: __GFxData_Clubs_TA__AcceptClubInvite_0x1                - Instance: 0x18C40A800
Class: GFxData_Clubs_TA                                        - Instance: 0x18C40A400
Class: GFxClubAction_TA                                        - Instance: 0x18C40A000
Class: __GFxData_Clubs_TA__CreateClub_0x1                      - Instance: 0x18C409C00
Class: __GFxData_Clubs_TA__CreateLeaveClubAction_0x1           - Instance: 0x18C409800
Class: __GFxData_Clubs_TA__EquipClubTitle_0x1                  - Instance: 0x18C409400
Class: __GFxData_Clubs_TA__HandleAcceptedClubInviteConfirmation_0x1 - Instance: 0x18C409000
Class: __GFxData_Clubs_TA__HandleGetClubStatsCompleted_0x5     - Instance: 0x18C408C00
Class: __GFxData_Clubs_TA__HandleRemoveEpicFriend_0x1          - Instance: 0x18C408800
Class: GFxData_Friends_TA                                      - Instance: 0x18C408400
Class: __GFxData_Clubs_TA__HandleRemovePlayerFromClub_0x1      - Instance: 0x18C403C00
Class: __GFxData_Clubs_TA__InviteToClub_0x1                    - Instance: 0x18C403800
Class: __GFxData_Clubs_TA__OnLeaveClubActionComplete_0x1       - Instance: 0x18C403400
Class: __GFxData_Clubs_TA__RejectClubInvite_0x1                - Instance: 0x18C403000
Class: __GFxData_Clubs_TA__RejectClubInviteByClubID_0x1        - Instance: 0x18C402C00
Class: GFxData_ClubInvite_TA                                   - Instance: 0x18C402800
Class: __GFxData_Clubs_TA__RemoveFromClub_0x1                  - Instance: 0x18C402400
Class: __GFxData_Clubs_TA__SetClubOwner_0x1                    - Instance: 0x18C402000
Class: __GFxData_Clubs_TA__SetNewRole_0x1                      - Instance: 0x18C401C00
Class: __GFxData_Clubs_TA__SyncClubDetails_0x1                 - Instance: 0x18C401800
Class: __GFxData_Clubs_TA__UpdateClubColors_0x1                - Instance: 0x18C401400
Class: __GFxData_Clubs_TA__UpdateClubName_0x1                  - Instance: 0x18C401000
Class: __GFxData_Clubs_TA__UpdateGFxClubDetails_0x1            - Instance: 0x18C400C00
Class: __GFxData_Clubs_TA__UpdateLocalClubMembers_0x1          - Instance: 0x18C400800
Class: __GFxData_Community_TA__HandleBlogChanged_0x1           - Instance: 0x18C400400
Class: GFxData_Community_TA                                    - Instance: 0x18C3E7C00
Class: __GFxData_ContainerDrops_TA__GetMatchingProductSeries_0x1 - Instance: 0x18C3E7800
